Group,numOTUs,cycles,taq,sample_type,sample_name
35x_ACC_PMM_FS_DA10040,207,35x,ACC,FS,DA10040
35x_K_PMM_FS_DA10001,156,35x,K,FS,DA10001
35x_K_PMM_FS_DA10029,136,35x,K,FS,DA10029
35x_K_PMM_FS_DA10040,183,35x,K,FS,DA10040
35x_PHU_PMM_FS_DA10001,204,35x,PHU,FS,DA10001
35x_PHU_PMM_FS_DA10016,172,35x,PHU,FS,DA10016
35x_PHU_PMM_FS_DA10029,174,35x,PHU,FS,DA10029
35x_PHU_PMM_FS_DA10040,236,35x,PHU,FS,DA10040
35x_PL_PMM_FS_DA10001,315,35x,PL,FS,DA10001
35x_PL_PMM_FS_DA10016,247,35x,PL,FS,DA10016
35x_PL_PMM_FS_DA10029,205,35x,PL,FS,DA10029
35x_PL_PMM_FS_DA10040,346,35x,PL,FS,DA10040
35x_Q5_PMM_FS_DA10001,257,35x,Q5,FS,DA10001
35x_Q5_PMM_FS_DA10016,193,35x,Q5,FS,DA10016
35x_Q5_PMM_FS_DA10029,181,35x,Q5,FS,DA10029
35x_Q5_PMM_FS_DA10040,296,35x,Q5,FS,DA10040
