taq,cycles,sample_name,at_rate,ag_rate,ac_rate,ta_rate,tg_rate,tc_rate,ga_rate,gt_rate,gc_rate,ca_rate,ct_rate,cg_rate,at_seq_prev,ag_seq_prev,ac_seq_prev,ta_seq_prev,tg_seq_prev,tc_seq_prev,ga_seq_prev,gt_seq_prev,gc_seq_prev,ca_seq_prev,ct_seq_prev,cg_seq_prev
PHU,30x,DNA3,2.8458464278500855e-5,3.557308034812607e-5,1.5810257932500475e-5,2.8853720726813367e-5,3.913038838293868e-5,3.794461903800114e-5,2.924897717512588e-5,2.8458464278500855e-5,1.5019745035875451e-5,1.3438719242625404e-5,2.8853720726813367e-5,1.3833975690937916e-5,0.0015,0.0027,0.002,0.0023,0.0029,0.0028,0.0028,0.003,0.0015,0.0018,0.0023,0.0019
PHU,30x,DNA4,4.861658157447369e-5,6.086954115828413e-5,2.1343865081476253e-5,4.5849784249097135e-5,5.8102743832907575e-5,6.363633848366068e-5,6.284582496212452e-5,4.9407095096009846e-5,2.7667973253765514e-5,2.2924892124548568e-5,5.217389242138639e-5,2.5691689449925118e-5,0.0031,0.0037,0.0025,0.003,0.0037,0.0038,0.0048,0.0038,0.0031,0.0028,0.0035,0.0023
PHU,35x,DNA1,2.5691669140313273e-5,4.0711414176188724e-5,1.462448858756294e-5,2.6482182036938296e-5,4.0711414176188724e-5,4.110667062450123e-5,4.150192707281375e-5,3.4387311003188536e-5,1.3043462794312892e-5,1.5019745035875451e-5,3.2015772313313465e-5,1.1857693449375357e-5,0.0022,0.0041,0.0022,0.0023,0.0041,0.0036,0.0044,0.0041,0.0015,0.0021,0.0031,0.0016
PHU,35x,DNA2,3.162057835618843e-5,4.031623740414024e-5,1.0671945195213593e-5,2.8853777750021937e-5,3.71541795685214e-5,3.675892233906904e-5,4.664035307537792e-5,3.201583558564078e-5,1.778657532535599e-5,1.8181832554808342e-5,3.7944694027426107e-5,1.8181832554808342e-5,0.0023,0.0036,0.0015,0.0024,0.003,0.0027,0.005,0.0031,0.0015,0.0024,0.0036,0.002
PHU,35x,DNA3,1.225295474074724e-5,3.003950194505775e-5,1.106718492712654e-5,1.1857698136207007e-5,2.332013966787378e-5,2.2529626458793312e-5,4.031617366310383e-5,2.213436985425308e-5,4.743079254482803e-6,8.695645299885139e-6,2.450590948149448e-5,5.53359246356327e-6,0.0013,0.0041,0.0024,0.0018,0.0034,0.0033,0.0062,0.0038,7e-4,0.0019,0.004,9e-4
PHU,35x,DNA4,1.699602727743801e-5,4.0711414176188724e-5,9.881411207812796e-6,1.7391283725750522e-5,2.924897717512588e-5,2.8853720726813367e-5,3.517782389981356e-5,2.8853720726813367e-5,9.486154759500285e-6,7.509872517937726e-6,1.8181796622375546e-5,6.32410317300019e-6,0.0021,0.0062,0.0021,0.0018,0.0042,0.0035,0.0054,0.0048,0.0012,0.0012,0.0028,8e-4
PL,20x,DNA1,7.905138339920948e-7,3.952569169960474e-6,1.1857707509881422e-6,1.5810276679841897e-6,2.766798418972332e-6,3.1620553359683794e-6,5.928853754940711e-6,2.766798418972332e-6,1.5810276679841897e-6,7.905138339920948e-7,3.952569169960474e-6,1.5810276679841897e-6,2e-4,3e-4,3e-4,2e-4,3e-4,3e-4,7e-4,2e-4,1e-4,1e-4,4e-4,1e-4
PL,20x,DNA2,1.7786554234563543e-5,2.0158094799172018e-5,8.300391976129654e-6,1.6996040713027386e-5,2.3715405646084725e-5,1.976283803840394e-5,1.541501366995507e-5,1.5019756909186993e-5,9.88141901920197e-6,6.719364933057338e-6,1.2252959583810441e-5,7.509878454593496e-6,0.001,0.001,7e-4,0.001,0.0014,9e-4,0.0014,0.0011,9e-4,0.001,9e-4,9e-4
PL,20x,DNA3,1.6205520786149575e-5,2.687744910873588e-5,7.905132090804671e-7,2.1343856645172613e-5,2.411065287695425e-5,2.450590948149448e-5,1.7391290599770278e-05,1.4624494367988642e-5,9.486158508965605e-6,5.138335859023036e-6,1.0671928322586306e-5,9.88141511350584e-6,8e-4,0.0013,2e-4,8e-4,9e-4,8e-4,0.0014,8e-4,8e-4,9e-4,0.001,8e-4
PL,20x,DNA4,3.952566045402336e-6,5.928849068103504e-6,1.5810264181609342e-6,5.928849068103504e-6,6.324105672643737e-6,6.324105672643737e-6,9.486158508965605e-6,5.138335859023036e-6,3.952566045402336e-6,3.1620528363218685e-6,6.324105672643737e-6,3.5573094408621023e-6,2e-4,5e-4,4e-4,4e-4,4e-4,3e-4,5e-4,4e-4,5e-4,4e-4,5e-4,3e-4
PL,25x,DNA1,2.0553359683794465e-5,2.924901185770751e-5,5.533596837944664e-6,2.015810276679842e-5,2.4901185770750987e-5,2.8853754940711463e-5,2.8853754940711463e-5,2.1343873517786562e-5,1.541501976284585e-5,9.486166007905138e-6,2.015810276679842e-5,1.3043478260869566e-5,0.0013,0.0013,8e-4,0.0014,0.0011,0.0013,0.0021,0.0018,0.0011,0.0012,0.0015,9e-4
PL,25x,DNA2,3.438741973798367e-5,3.913051211563659e-5,1.4229277132958762e-5,3.320164664357044e-5,4.0316285210049823e-05,4.0316285210049823e-05,3.675896592681013e-5,2.7668038869642036e-5,1.778659641619845e-5,1.5415050227371992e-5,3.517793513425916e-5,1.1462473245994557e-5,0.0019,0.0023,0.0017,0.0018,0.0021,0.002,0.0022,0.0021,0.0018,0.0018,0.0022,0.0014
PL,25x,DNA3,3.517785170835901e-5,3.241105438298246e-5,9.88141901920197e-6,3.16205408614463e-5,2.9249000296837828e-5,4.0316189598344035e-5,2.885374353606975e-5,2.252963536378049e-5,1.6600783952259307e-5,8.300391976129654e-6,2.7272716492997432e-5,1.264821634457852e-5,0.0018,0.0018,0.0013,0.0019,0.0018,0.0018,0.0022,0.002,0.0016,0.0015,0.002,0.0013
PL,25x,DNA4,5.098810198569013e-5,4.940707556752919e-5,1.1462441531666773e-5,5.17786151947706e-5,4.466399631304639e-5,5.335964161293153e-5,3.320155478137962e-5,3.2015784967758916e-5,2.411065287695425e-5,1.1462441531666773e-5,3.7154120826781953e-5,1.7786547204310512e-5,0.0025,0.0026,0.0019,0.0023,0.0026,0.0024,0.0027,0.0026,0.0024,0.0018,0.0026,0.0021
PL,30x,DNA1,2.371542439344838e-5,7.549410098581066e-5,2.2134396100551818e-5,2.7272738052465632e-5,5.335970488525885e-5,6.324113171586234e-5,7.509884391258653e-5,4.3478278054655356e-05,1.4229254636069026e-5,1.6996054148638005e-5,5.731227561750024e-5,1.146245512350005e-5,0.0024,0.0099,0.0041,0.0033,0.0072,0.0081,0.0112,0.0065,0.0018,0.0032,0.0085,0.0014
PL,30x,DNA10,2.4901215297883753e-5,9.36760004063246e-5,1.9762869284034723e-5,2.806327438332931e-5,6.758901295139876e-5,6.324118170891111e-5,7.747044759341612e-5,5.296448968121306e-5,1.2648236341782223e-5,1.7786582355631253e-5,5.5731291380977925e-5,1.146246418474014e-5,0.0039,0.0147,0.0046,0.0043,0.0098,0.0104,0.0139,0.0097,0.0018,0.0035,0.0102,0.002
PL,30x,DNA2,3.0434770579142064e-5,9.09090549766581e-5,1.897232451686778e-5,3.517785170835901e-5,6.245056820135644e-5,6.442685200519683e-5,8.063237919668807e-5,6.600787904826915e-5,1.1857702823042362e-5,2.1343865081476253e-5,5.57312032682991e-5,1.264821634457852e-5,0.0043,0.0138,0.0038,0.0045,0.0084,0.0084,0.0119,0.0125,0.0016,0.0043,0.0079,0.0021
PL,30x,DNA3,2.8853675108408792e-5,6.837925744869481e-5,1.7391256229725846e-5,2.8853675108408792e-5,5.019748957216324e-5,5.177851286577468e-5,7.944642050397489e-5,4.426865222112034e-5,1.3438697995697246e-5,2.0158046993545867e-5,5.6521582746609e-5,1.4229209642502965e-5,0.0032,0.0093,0.0033,0.0032,0.0057,0.0058,0.0111,0.0066,0.0015,0.0032,0.0086,0.0019
PL,30x,DNA4,1.9762845849802372e-5,5.059288537549407e-5,1.541501976284585e-5,2.2134387351778655e-5,3.992094861660079e-5,4.0711462450592886e-5,5.3359683794466405e-5,3.399209486166008e-5,7.905138339920948e-6,1.1067193675889328e-5,4.782608695652174e-5,9.486166007905138e-6,0.0029,0.0087,0.0026,0.0037,0.0061,0.0059,0.0095,0.0059,0.0015,0.0023,0.0074,0.0022
PL,30x,DNA5,2.490117592838896e-5,6.916993313441377e-5,1.976283803840394e-5,2.490117592838896e-5,5.652171678983526e-5,5.098812213908216e-5,6.205531144058837e-5,5.533594650753103e-5,1.1857702823042362e-5,1.5019756909186993e-5,4.545452748832905e-5,1.3043473105346598e-5,0.0024,0.0094,0.0026,0.0028,0.0072,0.0054,0.0096,0.0089,0.0015,0.0027,0.0068,0.0022
PL,30x,DNA6,3.873517786561265e-5,6.442687747035573e-5,2.0948616600790514e-5,3.9525691699604744e-5,7.114624505928854e-5,6.600790513833992e-5,5.928853754940711e-5,5.217391304347826e-5,1.9367588932806324e-5,1.857707509881423e-5,4.5849802371541504e-5,2.0553359683794465e-5,0.0035,0.0072,0.0037,0.0044,0.008,0.0073,0.0077,0.0074,0.0024,0.003,0.0054,0.0027
PL,30x,DNA7,2.8853754940711463e-5,6.719367588932806e-5,1.8181818181818182e-5,2.7272727272727273e-5,4.347826086956522e-5,4.940711462450593e-5,5.928853754940711e-5,4.743083003952569e-5,1.2648221343873517e-5,1.2648221343873517e-5,4.2687747035573124e-5,1.3043478260869566e-5,0.0033,0.0097,0.0035,0.0025,0.0042,0.0063,0.009,0.0084,0.0012,0.002,0.0068,0.0024
PL,30x,DNA8,3.794464903373556e-5,9.169956849819427e-5,1.4229243387650836e-5,4.0316189598344035e-5,5.4940689746762946e-5,6.12647979190522e-5,6.87746763736457e-5,6.798416285210954e-5,1.4624500148418914e-5,1.9367581277635857e-5,4.9011838335241764e-5,1.818181099533162e-5,0.0042,0.0146,0.0032,0.0041,0.0061,0.0079,0.0113,0.0124,0.0019,0.0035,0.0081,0.0029
PL,30x,DNA9,2.1739113249712847e-5,5.88932340764948e-5,1.3833981158908175e-5,2.450590948149448e-5,3.754937743132219e-5,4.901181896298896e-5,6.561259635367877e-5,3.6363607617701485e-5,1.106718492712654e-5,1.8577060413390977e-5,3.992091705856359e-5,1.0276671718046072e-5,0.0032,0.0092,0.0029,0.0037,0.0058,0.0075,0.0113,0.0067,0.0013,0.004,0.0073,0.0017
PL,35x,DNA1,2.8458430533366324e-5,1.5968341577055547e-4,2.6877406614845974e-5,4.940699745376098e-5,8.221324376305828e-5,1.0948590635753433e-4,1.3438703307422985e-4,9.604720305011135e-5,1.3043447327792899e-5,3.438727022781764e-5,1.0276655470382283e-4,1.462447124631325e-5,0.0043,0.0248,0.0064,0.009,0.0128,0.0192,0.0245,0.0198,0.0015,0.0074,0.0174,0.0023
PL,35x,DNA2,3.7549407114624506e-5,1.9130434782608697e-4,3.675889328063241e-5,4.822134387351779e-5,1.142292490118577e-4,1.1343873517786561e-4,1.683794466403162e-4,1.0355731225296442e-4,1.383399209486166e-5,3.992094861660079e-5,1.300395256916996e-4,1.5019762845849802e-5,0.0065,0.0298,0.008,0.0086,0.0191,0.0205,0.0285,0.0184,0.0022,0.0081,0.0225,0.0027
PL,35x,DNA3,4.703548016703524e-5,1.6363604024497976e-4,3.715407677059927e-5,6.047418878618817e-5,1.1225274258351267e-4,1.1067171804008293e-4,1.600787350222628e-4,1.1225274258351267e-4,2.5691648830733537e-5,4.031612585745878e-5,1.3596811073495903e-4,2.3715368151446342e-5,0.0057,0.0226,0.0082,0.0092,0.0173,0.0169,0.0249,0.0189,0.0035,0.0085,0.0208,0.0032
PL,35x,DNA4,3.557312252964427e-5,2.0316205533596837e-4,3.715415019762846e-5,5.059288537549407e-5,1.158102766798419e-4,1.2727272727272728e-4,2.0711462450592885e-4,0.00012252964426877472,2.1343873517786562e-5,4.229249011857707e-5,1.4980237154150198e-4,1.5810276679841896e-5,0.0053,0.0307,0.0081,0.0077,0.0197,0.0217,0.035,0.0234,0.0041,0.0095,0.0263,0.0028
Q5,25x,DNA1,2.332013966787378e-5,2.411065287695425e-5,1.0276671718046072e-5,2.0158086831551913e-5,2.8063218922356584e-5,2.4901166086034714e-5,2.1739113249712847e-5,1.6205520786149575e-5,1.225295474074724e-5,1.225295474074724e-5,1.9367573622471445e-5,8.695645299885139e-6,0.0012,0.0016,0.001,0.0012,0.0017,0.0013,0.0016,0.0014,0.0012,0.0015,0.0013,0.0013
Q5,25x,DNA2,1.6600783952259307e-5,1.620552719149123e-5,3.557310846912709e-6,1.5019756909186993e-5,9.88141901920197e-6,1.6996040713027386e-5,1.4229243387650836e-5,9.88141901920197e-6,7.114621693825418e-6,5.533594650753103e-6,1.264821634457852e-5,5.928851411521181e-6,9e-4,0.0011,6e-4,8e-4,9e-4,7e-4,0.0012,0.001,8e-4,0.0011,9e-4,6e-4
Q5,25x,DNA3,1.2252945054632325e-5,1.6600764267566375e-5,6.719356965443533e-6,1.1857688762547412e-5,2.0948583480500427e-5,1.2648201346717238e-5,1.7391276851736204e-5,9.090894717953015e-6,8.300382133783187e-6,6.324100673358619e-6,1.0671919886292669e-5,8.695638425868102e-6,9e-4,0.001,7e-4,0.0011,0.0013,8e-4,0.0012,8e-4,8e-4,7e-4,0.001,9e-4
Q5,25x,DNA4,1.1857698136207007e-5,2.2924883063333546e-5,5.53359246356327e-6,1.2648211345287474e-5,2.1739113249712847e-5,2.094860004063238e-5,1.5019750972528876e-5,1.1857698136207007e-5,5.53359246356327e-6,7.509875486264438e-6,1.3043467949827708e-5,3.1620528363218685e-6,8e-4,0.001,5e-4,7e-4,0.001,8e-4,0.0014,7e-4,7e-4,6e-4,9e-4,5e-4
Q5,30x,DNA1,4.347826086956522e-5,3.9525691699604744e-5,1.5810276679841896e-5,4.0711462450592886e-5,4.031620553359684e-5,4.505928853754941e-5,5.4545454545454546e-5,4.2687747035573124e-5,2.4901185770750987e-5,1.857707509881423e-5,4.5849802371541504e-5,2.2924901185770752e-5,0.0029,0.0037,0.0024,0.0032,0.0043,0.0039,0.0056,0.0037,0.0022,0.0026,0.0039,0.002
Q5,30x,DNA10,8.656119639431115e-5,1.0316197378500096e-4,2.8458475526896818e-5,9.011850583517325e-5,9.169953225333418e-5,1.08300309644024e-4,1.2648211345287475e-4,8.893273602155255e-5,6.442682654005807e-5,4.229245668580499e-5,1.0079043415775956e-4,5.454541142655223e-5,0.0051,0.0063,0.0038,0.0054,0.0059,0.0059,0.0074,0.0073,0.0053,0.0047,0.0065,0.0049
Q5,30x,DNA2,4.861656235844873e-5,5.9288490681035034e-5,1.7786547204310512e-5,5.256912840385107e-5,4.3478226499425694e-5,4.901181896298896e-5,6.442682654005807e-5,4.743079254482803e-5,2.9644245340517517e-5,1.5019750972528876e-5,5.810272086741433e-5,2.213436985425308e-5,0.0031,0.0064,0.0031,0.0034,0.0043,0.0042,0.0051,0.0053,0.0027,0.0022,0.0041,0.0023
Q5,30x,DNA4,4.150194347672452e-5,4.940707556752919e-5,1.5019750972528876e-5,3.952566045402336e-5,4.3478226499425694e-5,4.584976612666709e-5,6.71936227718397e-5,4.229245668580499e-5,3.083001515413822e-5,1.7786547204310512e-5,5.65216944492534e-5,2.9644245340517517e-5,0.0027,0.0039,0.0025,0.003,0.0039,0.0031,0.0046,0.0041,0.0028,0.0022,0.0042,0.0029
Q5,30x,DNA5,5.494071146245059e-5,6.758893280632412e-5,2.0948616600790514e-5,5.9683794466403164e-5,6.245059288537549e-5,6.205533596837945e-5,6.640316205533597e-5,5.256916996047431e-5,2.8853754940711463e-5,1.8972332015810275e-5,5.1383399209486166e-5,2.5691699604743083e-5,0.0033,0.0062,0.0029,0.004,0.0054,0.0044,0.0055,0.006,0.0033,0.0032,0.0045,0.0029
Q5,30x,DNA6,3.5968393663396706e-5,4.2687763908207076e-5,9.88142683060349e-6,3.99209643956381e-5,4.110673561531052e-5,4.229250683498294e-5,5.217393366558643e-5,3.4387365370500146e-5,2.332016732022424e-5,1.4229254636069026e-5,3.913045024918982e-5,1.976285366120698e-5,0.0024,0.0037,0.0015,0.0025,0.0032,0.0027,0.0043,0.0033,0.0021,0.0025,0.0031,0.0021
Q5,30x,DNA7,1.3636363636363637e-4,1.308300395256917e-4,5.098814229249012e-5,1.2529644268774703e-4,1.308300395256917e-4,1.4268774703557311e-4,1.4545454545454546e-4,1.0632411067193676e-4,8.814229249011858e-5,5.296442687747035e-5,1.4466403162055337e-4,6.561264822134388e-5,0.0074,0.008,0.0062,0.0076,0.0079,0.0081,0.0084,0.008,0.0075,0.0072,0.0079,0.0061
Q5,30x,DNA8,1.2529644268774703e-4,1.2490118577075098e-4,3.557312252964427e-5,1.1541501976284585e-4,1.2015810276679842e-4,1.399209486166008e-4,9.604743083003953e-5,8.972332015810277e-5,6.837944664031621e-5,3.9525691699604744e-5,1.0039525691699605e-4,4.7035573122529645e-5,0.006,0.0066,0.0043,0.0064,0.0065,0.0067,0.0068,0.0065,0.006,0.0053,0.0066,0.0049
Q5,30x,DNA9,8.853761939732759e-5,8.300401818499461e-5,2.924903497947429e-5,8.023721757882812e-5,8.023721757882812e-5,8.695659047951817e-5,9.249019169185114e-5,5.889332718840094e-5,4.8221381993187344e-5,2.7272748832212515e-5,7.272733021923337e-5,3.873520848633082e-5,0.005,0.0063,0.0038,0.0047,0.0056,0.0056,0.0056,0.0051,0.0045,0.004,0.0047,0.0039
Q5,35x,DNA1,4.031622146886224e-5,6.363638878908648e-5,1.936759658798284e-5,3.5968393663396706e-5,5.4545476104931264e-5,5.256919073881057e-5,6.719370244810373e-5,4.110673561531052e-5,1.89723395147587e-5,1.2648226343172468e-5,4.9407134153017454e-5,1.5019768782517306e-5,0.0039,0.0081,0.0028,0.0031,0.0064,0.0058,0.0103,0.0048,0.0022,0.0026,0.0055,0.0017
Q5,35x,DNA2,4.743086753428264e-5,7.509887359594751e-5,2.0948633160974832e-5,4.3873552469211436e-5,5.889332718840094e-5,5.652178381168681e-5,7.351784467813808e-5,6.126487056511507e-5,3.201583558564078e-5,1.936760424316541e-5,6.205538502401978e-5,2.7668006061664872e-5,0.0048,0.0083,0.0033,0.0037,0.0065,0.005,0.0082,0.0084,0.003,0.0026,0.0051,0.0029
Q5,35x,DNA3,5.968367651447329e-5,9.01183989754961e-5,1.9367550657014513e-5,6.0078932650330734e-5,9.288519192649818e-5,9.01183989754961e-5,1.0592864440979365e-4,6.363623787304769e-5,3.399202768373976e-5,2.055331906458683e-5,7.075084831848158e-5,3.201574700445256e-5,0.0042,0.0082,0.003,0.0043,0.0088,0.0072,0.011,0.0063,0.0036,0.0038,0.0066,0.0038
Q5,35x,DNA4,7.075090424793963e-5,1.067192410443782e-4,2.924897717512588e-5,7.035564779962712e-5,9.011847021525271e-5,9.169949600850276e-5,1.233200118735037e-4,6.442680107493944e-5,3.873513193462616e-5,2.6086925588625785e-5,9.090898311187773e-5,2.727269493356332e-5,0.0054,0.0121,0.0049,0.0067,0.0092,0.0087,0.0146,0.0077,0.0042,0.0034,0.0101,0.003
