taq,cycles,higher_gc,median_abund,iqr25,iqr75,min_abund,max_abund
K,twenty_five,yes,0.1362655173959158,0.1127946127946128,0.15974458232336022,0.07045009784735812,0.18249158249158248
PHU,fifteen,no,0.10256410256410256,0.07692307692307693,0.1282051282051282,0.05128205128205128,0.1702127659574468
PHU,fifteen,yes,0.10256410256410256,0.06382978723404255,0.1227106227106227,0.02564102564102564,0.1794871794871795
PHU,thirty,no,0.0882217946657258,0.08195975613143888,0.12271444695259592,0.06463506395786306,0.18049472323030075
PHU,thirty,yes,0.14074166770950652,0.12391243530563714,0.16425447213517766,0.0859300045884954,0.17375408889744084
PHU,thirty_five,no,0.08747329680334909,0.07966873342673592,0.12436135940108549,0.07540942302847065,0.19555716309491517
PHU,thirty_five,yes,0.13533161710403913,0.11770202248545679,0.14780570877415078,0.0872763920382968,0.17095676147072889
PHU,twenty,no,0.0725558814470944,0.05816072953601051,0.11230249633192876,0.04635258358662614,0.22188449848024316
PHU,twenty,yes,0.13430913564302616,0.11214761054637018,0.16649267486323555,0.08265497808390733,0.21728240450845335
PHU,twenty_five,no,0.08708856145067934,0.06363444474672879,0.12575819837044316,0.0444956019791094,0.19573243566076665
PHU,twenty_five,yes,0.14498101170061484,0.12440103862573833,0.16999628206717066,0.08596756459593183,0.20251927462265176
PL,fifteen,no,0.09391734676159055,0.07405742145178765,0.14393032560257618,0.0323943661971831,0.1986455981941309
PL,fifteen,yes,0.12427952329360781,0.09477789815817984,0.17673387813110678,0.06466512702078522,0.23702031602708803
PL,thirty,no,0.0829759578067825,0.06394329897960632,0.1264321326061868,0.053224752984338305,0.18088077933267555
PL,thirty,yes,0.14225035791677582,0.1241724120196763,0.15298061966509213,0.10754482453302457,0.16301437237007488
PL,thirty_five,no,0.08999031939915128,0.06970509508345489,0.11876418013304907,0.05684806797491402,0.15363565285379202
PL,thirty_five,yes,0.1218172885176729,0.1169953138598394,0.13880536675341737,0.09575188949700286,0.16515506906437322
PL,twenty,no,0.10315279058586468,0.07082667821405655,0.12613127156186982,0.040729801829268296,0.17664925929873174
PL,twenty,yes,0.14026772103658536,0.10192043389234683,0.19004215629179047,0.08796555435952637,0.21475007993179154
PL,twenty_five,no,0.09770885496251726,0.07675961017866811,0.12391346757258626,0.06034610264753735,0.178938819707634
PL,twenty_five,yes,0.13829182458040065,0.11716314849587206,0.16463311368498268,0.09963191120096122,0.18934640398222494
Q5,fifteen,no,0.08515180265654648,0.05338117786327316,0.1183557760453579,0.024096385542168676,0.26506024096385544
Q5,fifteen,yes,0.10843373493975904,0.08064516129032258,0.14486980178779635,0.045871559633027525,0.20967741935483872
Q5,thirty,no,0.09563176207048196,0.07943504838001308,0.13547625198361443,0.04897390883225377,0.19654887129180948
Q5,thirty,yes,0.13533877090812121,0.11242827205426456,0.15602192008903998,0.07797082147829772,0.20255463405775168
Q5,thirty_five,no,0.10144713731446045,0.07587613327225703,0.15377097234406528,0.05765105937745226,0.20092506938020352
Q5,thirty_five,yes,0.12850173149682909,0.1045995536821225,0.1434333320411875,0.08898770599006016,0.16301334030865813
Q5,twenty,no,0.09360012695919284,0.06891318062957905,0.14624754933500872,0.0348993288590604,0.24449877750611246
Q5,twenty,yes,0.13553431798436144,0.10676474622955406,0.1731683566668027,0.0647921760391198,0.19071207430340556
Q5,twenty_five,no,0.10106746496426774,0.08394128886572869,0.13013077585886115,0.04371318018614703,0.23623941158015827
Q5,twenty_five,yes,0.12759242560865647,0.10965755307750372,0.16288493394184886,0.07667972280807472,0.19467460078336848
