taq,cycles,reference,median_abund,iqr25,iqr75,min_abund,max_abund
PL,twenty,Enterococcus_faecalis_16S,0.11182550729260435,0.11092883669158446,0.11283314807818964,0.10989900914634146,0.11419588617712885
PL,twenty,Escherichia_coli_16S_1,0.09171100034605742,0.08973358191824138,0.09369054194682389,0.08796555435952637,0.09546493902439024
PL,twenty,Lactobacillus_fermentum_16S,0.08620011888635519,0.08288603393404231,0.09060294383023508,0.07987683390690092,0.0968783638320775
PL,twenty,Listeria_monocytogenes_16S,0.17143565413344589,0.1669209106704555,0.17717735791326034,0.16363376524390244,0.18414538429028557
PL,twenty,Pseudomonas_aeruginosa_16S,0.042178435877767415,0.04151735355458207,0.04298764845889097,0.040729801829268296,0.044219590958019375
PL,twenty,Salmonella_enterica_16S_1,0.11028999689153726,0.10655238667094499,0.11430244486751805,0.10444420760950655,0.11723513719512195
PL,twenty,Staphylococcus_aureus_16S,0.17211616829990287,0.16685928737240793,0.1765069188723184,0.16379882871460485,0.1769689864648833
PL,twenty_five,Bacillus_subtilis_16S,0.18656655632397726,0.18528301354318336,0.18869480321450996,0.18510575358674752,0.19140617550016212
PL,twenty_five,Enterococcus_faecalis_16S,0.1080471139814505,0.10532982363002441,0.11048941190102497,0.102721568477867,0.11227268975762744
PL,twenty_five,Escherichia_coli_16S_1,0.10238713634349358,0.10074255733341018,0.10416674508129566,0.1001277821219461,0.1051866094759158
PL,twenty_five,Lactobacillus_fermentum_16S,0.08923369331951889,0.08453401231813888,0.09338709467658234,0.08137520303194369,0.09490706502982793
PL,twenty_five,Listeria_monocytogenes_16S,0.15605616196179367,0.15600010194139502,0.1573660910054832,0.15587439090416894,0.16125340911258176
PL,twenty_five,Pseudomonas_aeruginosa_16S,0.06091377262822434,0.060776698483684666,0.061769312043685715,0.06054331213331361,0.06415809420682188
PL,twenty_five,Salmonella_enterica_16S_1,0.12314932981374976,0.122661828008988,0.12361181125194363,0.12188888676978239,0.12430969139144558
PL,twenty_five,Staphylococcus_aureus_16S,0.17093793624714448,0.16779678751867097,0.1746816086673316,0.16494108366612434,0.17934488359501896
Q5,thirty,Bacillus_subtilis_16S,0.1824666012804246,0.17782500817689406,0.18876871945221718,0.16717668972857902,0.2049155517888492
Q5,thirty,Enterococcus_faecalis_16S,0.09064358331998205,0.0888417911744363,0.09761212684564025,0.08680242299265369,0.10128826379860537
Q5,thirty,Escherichia_coli_16S_1,0.08885375211632418,0.08499473215587704,0.09176693316714572,0.07863672135117138,0.09705960617349654
Q5,thirty,Lactobacillus_fermentum_16S,0.10504225935147958,0.09742256820020898,0.10651516207709621,0.0902966552416972,0.11990257224046942
Q5,thirty,Listeria_monocytogenes_16S,0.1432059563018822,0.1408684553011481,0.1470397888109103,0.13124684502776376,0.15854071031650158
Q5,thirty,Pseudomonas_aeruginosa_16S,0.06159873433994258,0.0600713409121808,0.06878281975026396,0.04951873600096858,0.07297764768493879
Q5,thirty,Salmonella_enterica_16S_1,0.13348133947521423,0.13034022281902902,0.13595496103136523,0.11961983170894122,0.14164055950227242
Q5,thirty,Staphylococcus_aureus_16S,0.18965851447086834,0.18830716664696961,0.1973065939605364,0.18503893419935785,0.19767903631469796
Q5,thirty_five,Bacillus_subtilis_16S,0.14991162512156625,0.14125719692738425,0.1576002028509586,0.12640714108604018,0.16955270729793356
Q5,thirty_five,Enterococcus_faecalis_16S,0.08371439951332675,0.0790617782572225,0.08844949422537363,0.07646912968013886,0.09128956317028511
Q5,thirty_five,Escherichia_coli_16S_1,0.0933703637824441,0.09230722417966333,0.0968221311492282,0.09170808265759875,0.10458715596330276
Q5,thirty_five,Lactobacillus_fermentum_16S,0.1277952859935591,0.12151148124257578,0.13711042663062115,0.11973674369905019,0.14797917183238285
Q5,thirty_five,Listeria_monocytogenes_16S,0.1324272707353807,0.124071200408838,0.1398942849776611,0.11455492189437144,0.14674339523934082
Q5,thirty_five,Pseudomonas_aeruginosa_16S,0.0735074063319688,0.06622271160266394,0.07912088407278943,0.057860319121109074,0.08246962558889165
Q5,thirty_five,Salmonella_enterica_16S_1,0.1479047683163393,0.14236021966949639,0.1495695244247671,0.13026419042636672,0.15002617605265126
Q5,thirty_five,Staphylococcus_aureus_16S,0.19429711420150747,0.1876761528227617,0.19989332055408743,0.17926856630020194,0.20522664199814986
Q5,twenty,Bacillus_subtilis_16S,0.18440752062095467,0.17703587192928238,0.1908646021785371,0.1738255033557047,0.1913312693498452
Q5,twenty,Enterococcus_faecalis_16S,0.10439058242529717,0.0963440620103401,0.10969743263809119,0.07701711491442542,0.12080536912751678
Q5,twenty,Escherichia_coli_16S_1,0.07579217487065473,0.06905039300306853,0.0816873468487491,0.0647921760391198,0.08340573414422242
Q5,twenty,Lactobacillus_fermentum_16S,0.09863264508830955,0.088852202822690185,0.11223191283372441,0.08173374613003095,0.13080684596577016
Q5,twenty,Listeria_monocytogenes_16S,0.14265914086962606,0.13298577403724623,0.15493278201425395,0.11491442542787286,0.18080495356037152
Q5,twenty,Pseudomonas_aeruginosa_16S,0.04619323730006737,0.03731560033475,0.05498503118838646,0.03557046979865772,0.05647263249348393
Q5,twenty,Salmonella_enterica_16S_1,0.12854448130892893,0.12175857626696034,0.1345369923888869,0.11455108359133127,0.1393643031784841
Q5,twenty,Staphylococcus_aureus_16S,0.21783858798010483,0.20794100163271675,0.22823878833625966,0.1931888544891641,0.24449877750611246
Q5,twenty_five,Bacillus_subtilis_16S,0.18397628219939915,0.1742813544416933,0.19268936793405514,0.16901163800590585,0.19501355830069297
Q5,twenty_five,Enterococcus_faecalis_16S,0.1022570531253505,0.0999688940584168,0.10390016220801046,0.09650859822824388,0.10542530808536218
Q5,twenty_five,Escherichia_coli_16S_1,0.08243818890679956,0.08020422199937018,0.08361616226640936,0.07694335643266044,0.08370904718966035
Q5,twenty_five,Lactobacillus_fermentum_16S,0.10116540028557135,0.09846687861048678,0.10404156627297194,0.0965275685447424,0.10651380927566441
Q5,twenty_five,Listeria_monocytogenes_16S,0.13508785243291072,0.1285867203006939,0.14635340314053924,0.12706103810088193,0.16217234106658632
Q5,twenty_five,Pseudomonas_aeruginosa_16S,0.04687163368761599,0.04530204431505579,0.04799745406027576,0.04392233415832956,0.048045857217300675
Q5,twenty_five,Salmonella_enterica_16S_1,0.12681196310100562,0.1237181887064874,0.1282820734268747,0.11863513106357336,0.1284941388638413
Q5,twenty_five,Staphylococcus_aureus_16S,0.22316412778860345,0.21276584274055627,0.23159816704535935,0.20160439891533594,0.23686687349670582
