taq,cycles,sample_name,mean_error,sd_error,total_seqs,chimera_prevalence,seq_error_prevalence
PHU,30x,DNA4,5.085806719337849e-4,0.00920256162183569,26580,0.012753950338600452,0.006132430398796088
PHU,35x,DNA1,2.148483461829177e-4,0.004527770132608442,39690,0.02013101536911061,0.009750566893424037
PHU,35x,DNA2,3.528575365464026e-4,0.00711157233522869,33177,0.02188262953250746,0.0098260843355336535
PHU,35x,DNA3,2.3618207350070981e-4,0.004479556805975318,45088,0.021114265436479773,0.011067246273953158
PHU,35x,DNA4,2.6921325512701497e-4,0.004911568448747947,35547,0.019776633752496695,0.012771823219962303
PL,15x,DNA1,0.0019522595936794583,0.017947152136804295,443,0.009029345372460496,0.024830699774266364
PL,15x,DNA2,0.005695040845070423,0.03324997515775428,710,0.014084507042253521,0.038028169014084505
PL,15x,DNA3,0.005363329230769231,0.03327389790496066,650,0.010769230769230769,0.027692307692307693
PL,15x,DNA4,0.003782524249422633,0.02690066151658816,866,0.009237875288683603,0.02424942263279446
PL,20x,DNA1,6.929292337205585e-5,0.0033558940341575968,18766,3.197271661515507e-4,0.0012256208035809442
PL,20x,DNA2,2.0044895248445333e-4,0.006219311699646868,16563,6.641308941616856e-4,0.0021735192899836986
PL,20x,DNA3,1.4460270579268292e-4,0.005326172064206839,20992,4.763719512195122e-4,0.0017625762195121952
PL,20x,DNA4,8.8432508073197e-5,0.003710411211513906,23225,6.458557588805167e-4,0.0012917115177610333
PL,25x,DNA1,3.036175960824231e-4,0.007496987130288389,36349,0.0066301686428787586,0.003328839858042862
PL,25x,DNA2,2.986452615719107e-4,0.007363187185008464,52433,0.007476207731771976,0.0033375927373982036
PL,25x,DNA3,3.9995776935571194e-4,0.008497304381678724,36940,0.007390362750406064,0.003979426096372496
PL,25x,DNA4,3.7865399595720566e-4,0.008185857431591158,40566,0.007543262830942169,0.003426514815362619
PL,30x,DNA1,4.5568058172014637e-4,0.006596357910091118,71959,0.03899442738225934,0.018510540724579274
PL,30x,DNA10,4.716857332021221e-4,0.005571866286837101,80278,0.048332046139664665,0.02487605570642019
PL,30x,DNA2,5.142167906408237e-4,0.006353024368981141,74451,0.04173214597520517,0.025157486131818244
PL,30x,DNA3,3.908546931104231e-4,0.0057393520995473405,55867,0.03814416381763832,0.018794637263500814
PL,30x,DNA4,3.7880254506000605e-4,0.005636115487487008,67743,0.0405207918161286,0.01769924567852029
PL,30x,DNA5,4.49526723318214e-4,0.006954539693077925,54897,0.03346266644807549,0.01790626081570942
PL,30x,DNA6,4.88320293488681e-4,0.007093133108455492,54244,0.03834525477472163,0.01955976697883637
PL,30x,DNA7,3.822917881815506e-4,0.005534422831793604,71363,0.034051259055813236,0.01844092877261326
PL,30x,DNA8,4.790089781879479e-4,0.006399490472363388,58729,0.03873725076197449,0.022816666382877285
PL,30x,DNA9,4.0673131247062535e-4,0.005716679418654093,76596,0.04015875502637213,0.019426601911326963
PL,35x,DNA1,8.971925088870266e-4,0.006991331212676252,34601,0.07204994075315742,0.04898702349643074
PL,35x,DNA2,0.0010351329385198417,0.007138301535878261,50927,0.08335460561195436,0.05586427631708131
PL,35x,DNA3,0.0010962683971853012,0.008817481042338215,38370,0.08102684388845452,0.04956997654417514
PL,35x,DNA4,0.0011660647699421381,0.007734088971009033,39577,0.08977436389822371,0.0600096015362458
Q5,15x,DNA1,0.016639032258064516,0.05134167225557561,62,0.08064516129032258,0.0967741935483871
Q5,15x,DNA2,0.026447367647058823,0.06331949671731811,68,0.16176470588235295,0.16176470588235295
Q5,15x,DNA3,0.01833422891566265,0.052562235872907405,83,0.08433734939759036,0.1566265060240964
Q5,15x,DNA4,0.056931504587155964,0.08463161513502744,109,0.22018348623853212,0.3211009174311927
Q5,20x,DNA1,0.0012563166259168704,0.014690135026037842,818,0.006112469437652812,0.007334963325183374
Q5,20x,DNA2,0.001326759133126935,0.014920725314942951,1615,0.0043343653250774,0.0086687306501548
Q5,20x,DNA3,0.0029627393570807996,0.0202547365777641,1151,0.007819287576020852,0.022589052997393572
Q5,20x,DNA4,0.0013293228187919463,0.014798771584294181,1490,0.00738255033557047,0.010067114093959731
Q5,25x,DNA1,2.2537871956717766e-4,0.006158926055075998,13308,0.004207995190862639,0.002629996994289149
Q5,25x,DNA2,1.519710379632419e-4,0.004914554459364172,26552,0.002259716782163302,0.002222054835793914
Q5,25x,DNA3,1.2730205319482692e-4,0.004392309270191765,28687,0.001812667758915188,0.002161257712552724
Q5,25x,DNA4,1.588351571999305e-4,0.005201367639447608,28785,0.002014938335938857,0.002014938335938857
Q5,30x,DNA1,4.8038358368813203e-4,0.00847372718410533,30064,0.01806146886641831,0.00854843001596594
Q5,30x,DNA10,9.863063442940036e-4,0.01326069623239909,27401,0.016970183569942704,0.009926645012955732
Q5,30x,DNA2,4.788421732826396e-4,0.008542309442360918,31036,0.016980280964041757,0.008731795334450315
Q5,30x,DNA3,9.454715790095734e-4,0.012534363439704488,8461,0.011700744592837726,0.008627821770476303
Q5,30x,DNA4,6.204444952887172e-4,0.010025521245103171,20695,0.01425465088185552,0.008117902875090602
Q5,30x,DNA5,5.117957891717778e-4,0.008756589551309604,22663,0.013811057671093854,0.010236950094868287
Q5,30x,DNA6,4.0677357272022745e-4,0.007809853827131168,27097,0.017049857917850686,0.0068642285123814446
Q5,30x,DNA7,0.0012138349530843272,0.014500817101727041,16519,0.0127731702887584,0.00901991645983413
Q5,30x,DNA8,0.0010366293241348362,0.013660547251759891,17829,0.013573391665264457,0.008132817320096472
Q5,30x,DNA9,9.202018535504684e-4,0.01232431342086626,25729,0.014302926658634226,0.009327995646935365
Q5,35x,DNA1,4.4490185775185103e-4,0.006839090946059593,13371,0.022511405280083763,0.01630394136564206
Q5,35x,DNA2,6.681030761182317e-4,0.009548271885183033,19115,0.025163484174731885,0.01674077949254512
Q5,35x,DNA3,6.208717289546717e-4,0.008902934716872077,21620,0.027012025901942644,0.017622571692876964
Q5,35x,DNA4,7.148943615174809e-4,0.00941689130970694,20165,0.03233325068187454,0.021572030746342674
