taq,cycles,sample_name,at_rate,ag_rate,ac_rate,ta_rate,tg_rate,tc_rate,ga_rate,gt_rate,gc_rate,ca_rate,ct_rate,cg_rate,at_seq_prev,ag_seq_prev,ac_seq_prev,ta_seq_prev,tg_seq_prev,tc_seq_prev,ga_seq_prev,gt_seq_prev,gc_seq_prev,ca_seq_prev,ct_seq_prev,cg_seq_prev
Q5,20x,DNA4,2.0553522162230532e-4,1.2648321330603404e-4,2.3715602494881384e-5,1.976300207906782e-4,1.1067281164277979e-4,1.422936149692883e-4,1.739144182957968e-4,1.1067281164277979e-4,1.1857801247440691e-4,6.324160665301702e-5,1.2648321330603404e-4,7.114680748464414e-5,0.01,0.01,0.006,0.01,0.008,0.01,0.012,0.01,0.01,0.01,0.01,0.006
Q5,25x,DNA1,1.5019762845849802e-4,1.1857707509881423e-4,9.486166007905138e-5,9.486166007905138e-5,1.3438735177865612e-4,1.5810276679841898e-4,1.0276679841897233e-4,7.114624505928854e-5,3.162055335968379e-5,3.9525691699604744e-5,1.0276679841897233e-4,2.3715415019762845e-5,0.006,0.006,0.006,0.006,0.006,0.006,0.008,0.006,0.006,0.004,0.006,0.006
Q5,25x,DNA2,4.743083003952569e-5,7.905138339920949e-5,0,6.324110671936758e-5,6.324110671936758e-5,7.905138339920949e-5,4.743083003952569e-5,4.743083003952569e-5,1.5810276679841896e-5,1.5810276679841896e-5,3.162055335968379e-5,2.3715415019762845e-5,0.004,0.004,0,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.002,0.002
Q5,25x,DNA3,7.905075849202773e-6,0,0,7.905075849202773e-6,0,0,7.905075849202773e-6,0,0,0,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0,0,0
Q5,25x,DNA4,1.5810276679841896e-5,6.324110671936758e-5,1.5810276679841896e-5,2.3715415019762845e-5,6.324110671936758e-5,4.743083003952569e-5,5.533596837944664e-5,3.162055335968379e-5,7.905138339920948e-6,3.162055335968379e-5,5.533596837944664e-5,7.905138339920948e-6,0.004,0.006,0.002,0.002,0.006,0.002,0.004,0.002,0.002,0.002,0.004,0.002
Q5,30x,DNA1,0,0,0,0,0,0,0,7.905138339920948e-6,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0
Q5,30x,DNA10,8.695652173913044e-5,6.324110671936758e-5,3.162055335968379e-5,5.533596837944664e-5,9.486166007905138e-5,7.114624505928854e-5,1.8972332015810276e-4,9.486166007905138e-5,9.486166007905138e-5,4.743083003952569e-5,1.3438735177865612e-4,7.905138339920949e-5,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.004,0.006,0.004
Q5,30x,DNA2,8.695652173913044e-5,7.114624505928854e-5,1.5810276679841896e-5,8.695652173913044e-5,5.533596837944664e-5,5.533596837944664e-5,1.1067193675889329e-4,6.324110671936758e-5,3.9525691699604744e-5,3.162055335968379e-5,7.905138339920949e-5,1.5810276679841896e-5,0.004,0.008,0.004,0.004,0.004,0.004,0.004,0.008,0.004,0.004,0.004,0.004
Q5,30x,DNA3,3.9525691699604744e-5,6.324110671936758e-5,3.162055335968379e-5,6.324110671936758e-5,7.114624505928854e-5,7.114624505928854e-5,6.324110671936758e-5,7.114624505928854e-5,3.162055335968379e-5,3.9525691699604744e-5,7.114624505928854e-5,2.3715415019762845e-5,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
Q5,30x,DNA4,8.69572091478984e-5,7.114680748464414e-5,4.743120498976277e-5,9.486240997952554e-5,5.5336405821389893e-5,8.69572091478984e-5,7.905200831627127e-5,7.905200831627127e-5,3.9526004158135635e-5,3.162080332650851e-5,1.1857801247440691e-4,1.5810401663254255e-5,0.006,0.006,0.006,0.006,0.004,0.006,0.006,0.008,0.004,0.006,0.006,0.002
Q5,30x,DNA5,3.952694156336959e-5,4.743232987604351e-5,7.905388312673918e-6,4.743232987604351e-5,2.3716164938021755e-5,7.114849481406527e-5,2.3716164938021755e-5,1.5810776625347835e-5,1.5810776625347835e-5,7.905388312673918e-6,3.952694156336959e-5,0,0.004,0.004,0.002,0.006,0.006,0.004,0.004,0.004,0.002,0.002,0.004,0
Q5,30x,DNA6,3.9526004158135635e-5,3.162080332650851e-5,7.905200831627127e-6,4.743120498976277e-5,5.5336405821389893e-5,2.3715602494881384e-5,3.9526004158135635e-5,2.3715602494881384e-5,2.3715602494881384e-5,7.905200831627127e-6,3.162080332650851e-5,1.5810401663254255e-5,0.002,0.004,0.002,0.002,0.006,0.002,0.004,0.002,0.002,0.002,0.002,0.002
Q5,30x,DNA7,1.6600921746416967e-4,1.3438841413766116e-4,4.743120498976277e-5,1.8181961912742395e-4,1.2648321330603404e-4,1.422936149692883e-4,1.5019881580091542e-4,1.1067281164277979e-4,1.2648321330603404e-4,6.324160665301702e-5,1.422936149692883e-4,7.114680748464414e-5,0.008,0.01,0.008,0.01,0.01,0.01,0.01,0.008,0.01,0.01,0.01,0.006
Q5,30x,DNA8,2.3715415019762845e-4,1.1857707509881423e-4,4.743083003952569e-5,1.818181818181818e-4,1.5810276679841898e-4,2.3715415019762845e-4,1.0276679841897233e-4,7.114624505928854e-5,4.743083003952569e-5,7.905138339920948e-6,1.2648221343873516e-4,1.5810276679841896e-5,0.008,0.01,0.008,0.008,0.01,0.008,0.01,0.008,0.008,0.002,0.008,0.004
Q5,30x,DNA9,1.2648221343873516e-4,1.2648221343873516e-4,7.905138339920949e-5,1.0276679841897233e-4,1.1067193675889329e-4,1.3438735177865612e-4,1.1857707509881423e-4,8.695652173913044e-5,5.533596837944664e-5,3.9525691699604744e-5,1.1067193675889329e-4,3.9525691699604744e-5,0.006,0.008,0.008,0.006,0.008,0.01,0.006,0.01,0.006,0.006,0.006,0.006
Q5,35x,DNA1,1.5810276679841896e-5,1.5810276679841896e-5,7.905138339920948e-6,0,7.905138339920948e-6,7.905138339920948e-6,2.3715415019762845e-5,3.162055335968379e-5,0,0,1.5810276679841896e-5,0,0.004,0.004,0.002,0,0.002,0.002,0.006,0.006,0,0,0.004,0
Q5,35x,DNA2,4.743045509521664e-5,7.114568264282496e-5,2.371522754760832e-5,3.9525379246013864e-5,4.743045509521664e-5,6.324060679362218e-5,7.905075849202773e-5,3.9525379246013864e-5,1.5810151698405546e-5,7.905075849202773e-6,6.324060679362218e-5,1.5810151698405546e-5,0.002,0.01,0.002,0.002,0.006,0.008,0.008,0.006,0.002,0.002,0.004,0.002
Q5,35x,DNA3,5.533553094441941e-5,4.743045509521664e-5,7.905075849202773e-6,3.162030339681109e-5,3.9525379246013864e-5,4.743045509521664e-5,1.1857613773804159e-4,5.533553094441941e-5,2.371522754760832e-5,7.905075849202773e-6,8.69558343412305e-5,3.162030339681109e-5,0.004,0.008,0.002,0.002,0.008,0.006,0.01,0.006,0.002,0.002,0.01,0.002
Q5,35x,DNA4,1.3438628943644715e-4,2.2134212377767764e-4,8.69558343412305e-5,8.69558343412305e-5,1.6600659283325824e-4,1.6600659283325824e-4,2.2924719962688042e-4,1.422913652856499e-4,5.533553094441941e-5,1.1067106188883882e-4,2.7667765472209703e-4,3.162030339681109e-5,0.008,0.018,0.008,0.012,0.012,0.012,0.02,0.012,0.006,0.01,0.018,0.004
