taq,cycles,sample_name,at_rate,ag_rate,ac_rate,ta_rate,tg_rate,tc_rate,ga_rate,gt_rate,gc_rate,ca_rate,ct_rate,cg_rate,at_seq_prev,ag_seq_prev,ac_seq_prev,ta_seq_prev,tg_seq_prev,tc_seq_prev,ga_seq_prev,gt_seq_prev,gc_seq_prev,ca_seq_prev,ct_seq_prev,cg_seq_prev
PHU,30x,DNA3,1.8972287022244216e-5,2.92489424926265e-5,1.7391263103723866e-5,1.7391263103723866e-5,3.478252620744773e-5,3.082996641114685e-5,2.4505870737065445e-5,2.4505870737065445e-5,1.1857679388902636e-5,1.3438703307422987e-5,2.371535877780527e-5,8.695631551861933e-6,0.0012,0.0024,0.0022,0.002,0.0026,0.0026,0.0028,0.0032,0.001,0.002,0.0024,0.0012
PHU,30x,DNA4,4.5059217297680165e-5,6.561254448609568e-5,1.5019739099226721e-5,4.584972988184999e-5,5.77074186443974e-5,6.561254448609568e-5,6.561254448609568e-5,5.375485572354826e-5,3.0039478198453442e-5,2.450589010926465e-5,5.296434313937843e-5,3.16205033667931e-5,0.0028,0.003,0.002,0.003,0.0038,0.0038,0.0044,0.0038,0.0032,0.0026,0.0034,0.0024
PHU,35x,DNA1,2.687742786177413e-5,5.296434313937843e-5,1.7391276851736204e-5,3.241101595096292e-5,5.138331797103878e-5,5.138331797103878e-5,5.375485572354826e-5,4.5059217297680165e-5,1.5019739099226721e-5,1.7391276851736204e-5,3.873511662432154e-5,1.4229226515056893e-5,0.002,0.0042,0.0032,0.0026,0.005,0.004,0.0048,0.0052,0.0018,0.0018,0.0038,0.0016
PHU,35x,DNA2,4.031626927473403e-5,4.9802450280553805e-5,1.3438756424911344e-5,3.478266368800583e-5,3.952575419091572e-5,4.8221420112917176e-5,5.454554078346369e-5,3.794472402327909e-5,2.4505967598367745e-5,2.2924937430731117e-5,4.4268844693825605e-5,2.529648268218606e-5,0.0028,0.0042,0.0016,0.0028,0.003,0.0036,0.0054,0.0034,0.002,0.003,0.0032,0.0026
PHU,35x,DNA3,1.4229226515056893e-5,2.8458453030113787e-5,1.0276663594207756e-5,1.1857688762547412e-5,1.8972302020075857e-5,2.5296402693434475e-5,4.584972988184999e-5,2.450589010926465e-5,5.533588089188792e-6,8.695638425868102e-6,2.766794044594396e-5,7.905125841698274e-6,0.0012,0.0046,0.0024,0.002,0.0024,0.0034,0.0068,0.0038,8e-4,0.0016,0.0038,0.0012
PHU,35x,DNA4,1.818178943590603e-5,4.5059217297680165e-5,8.695638425868102e-6,1.8972302020075857e-5,3.320152853513275e-5,3.241101595096292e-5,4.7430755050189647e-5,2.9248965614283613e-5,8.695638425868102e-6,6.324100673358619e-6,1.7391276851736204e-5,5.533588089188792e-6,0.0024,0.0072,0.002,0.0022,0.0046,0.0042,0.007,0.0048,0.0012,0.0012,0.0028,8e-4
PL,20x,DNA1,0,3.1620553359683794e-6,0,7.905138339920948e-7,7.905138339920948e-7,1.5810276679841897e-6,3.1620553359683794e-6,7.905138339920948e-7,0,0,2.3715415019762844e-6,0,0,4e-4,0,2e-4,2e-4,2e-4,8e-4,2e-4,0,0,2e-4,0
PL,20x,DNA2,1.5810264181609344e-5,1.897231701793121e-5,9.486158508965605e-6,1.5810264181609344e-5,2.3715396272414014e-5,2.0553343436092144e-5,1.5810264181609344e-5,1.5810264181609344e-5,6.324105672643737e-6,7.1146188817242045e-6,1.2648211345287474e-5,5.53359246356327e-6,0.001,0.001,6e-4,0.001,0.0014,8e-4,0.0012,0.0012,8e-4,0.001,8e-4,8e-4
PL,20x,DNA3,1.660077739068981e-5,2.8458475526896818e-5,7.905132090804671e-7,2.0553343436092144e-5,2.3715396272414014e-5,2.5296422690574948e-5,1.7391290599770278e-05,1.5019750972528876e-5,1.0276671718046072e-5,6.324105672643737e-6,1.106718492712654e-5,1.106718492712654e-5,8e-4,0.0016,2e-4,8e-4,0.001,8e-4,0.0016,8e-4,8e-4,0.001,0.0012,8e-4
PL,20x,DNA4,3.952569169960474e-6,8.695652173913043e-6,1.5810276679841897e-6,6.324110671936759e-6,8.695652173913043e-6,1.0276679841897233e-5,1.4229249011857707e-5,7.114624505928854e-6,3.952569169960474e-6,5.533596837944664e-6,9.486166007905138e-6,5.533596837944664e-6,2e-4,4e-4,4e-4,4e-4,6e-4,4e-4,4e-4,4e-4,4e-4,6e-4,8e-4,4e-4
PL,25x,DNA1,2.6877470355731225e-5,4.031620553359684e-5,3.1620553359683794e-6,3.0039525691699605e-5,3.794466403162055e-5,4.110671936758893e-5,3.715415019762846e-5,3.08300395256917e-5,2.1343873517786562e-5,1.1857707509881423e-5,2.3715415019762845e-5,1.8972332015810275e-5,0.0018,0.0018,8e-4,0.0016,0.0016,0.0018,0.0024,0.0022,0.0016,0.0016,0.002,0.0014
PL,25x,DNA2,3.715429705255752e-5,4.031636488681773e-5,1.976292396412634e-5,3.162067834260215e-5,3.715429705255752e-5,4.347843272107795e-5,2.9249127466906985e-5,2.4506025715516663e-5,1.8181890046996233e-5,1.1857754378475804e-5,3.478274617686236e-5,1.0276720461345698e-5,0.0018,0.0024,0.002,0.0018,0.0022,0.002,0.0022,0.002,0.0018,0.0018,0.0022,0.0012
PL,25x,DNA3,3.0039549438379e-5,2.687749160276016e-5,8.695659047951816e-6,3.0039549438379e-5,2.845852052056958e-5,3.71541795685214e-5,2.450594822604603e-5,2.1343890390427186e-5,1.422926026028479e-5,7.114630130142395e-6,2.608697714385545e-5,9.486173506856527e-6,0.0016,0.0018,0.0012,0.0018,0.0016,0.0016,0.002,0.0018,0.0014,0.0016,0.0018,8e-4
PL,25x,DNA4,5.691699604743083e-5,4.66403162055336e-5,1.1067193675889328e-5,5.612648221343873e-5,4.110671936758893e-5,5.296442687747035e-5,3.6363636363636364e-5,3.399209486166008e-5,2.450592885375494e-5,7.905138339920948e-6,3.9525691699604744e-5,1.8972332015810275e-5,0.0026,0.003,0.002,0.0024,0.0028,0.0026,0.0028,0.003,0.0024,0.0016,0.0028,0.0024
PL,30x,DNA1,2.0553327188415512e-5,6.877459482277498e-5,1.9762814604245686e-5,2.0553327188415512e-5,4.4268704713510335e-5,5.138331797103878e-5,6.482203190192584e-5,3.399204111930258e-5,1.0276663594207756e-5,1.7391276851736204e-5,4.7430755050189647e-5,7.114613257528447e-6,0.0022,0.01,0.0036,0.003,0.0068,0.007,0.0108,0.0054,0.0014,0.0036,0.0076,0.0012
PL,30x,DNA10,2.21344748398215e-5,6.719394147802956e-5,1.501982221273602e-5,2.1343957881256446e-5,6.086980580950913e-5,5.691722101668386e-5,6.719394147802956e-5,4.6640500555338167e-5,1.1857754378475804e-5,1.5810339171301074e-5,5.0593085348163434e-5,7.114652627085483e-6,0.0034,0.0126,0.0036,0.0034,0.0096,0.0106,0.0122,0.0088,0.0016,0.0034,0.0098,0.001
PL,30x,DNA2,3.399209486166008e-5,8.379446640316205e-5,1.2648221343873517e-5,3.08300395256917e-5,6.561264822134388e-5,6.798418972332016e-5,7.272727272727273e-5,6.719367588932806e-5,1.1857707509881423e-5,1.9762845849802372e-5,4.743083003952569e-5,1.2648221343873517e-5,0.0048,0.0134,0.0026,0.0032,0.0082,0.0094,0.0108,0.0132,0.0012,0.0042,0.0076,0.0022
PL,30x,DNA3,3.083001515413822e-5,7.747029448988578e-5,2.213436985425308e-5,3.320155478137962e-5,5.53359246356327e-5,5.9288490681035034e-5,7.905132090804672e-5,3.5573094408621023e-5,1.5810264181609344e-5,2.1343856645172613e-5,5.8497977471954566e-5,1.4229237763448409e-5,0.0028,0.0098,0.004,0.0034,0.0056,0.0062,0.0108,0.006,0.0018,0.0034,0.0084,0.002
PL,30x,DNA4,2.450592885375494e-5,5.296442687747035e-5,1.7391304347826085e-5,2.6877470355731225e-5,4.901185770750988e-5,4.822134387351779e-5,5.4545454545454546e-5,3.0039525691699605e-5,9.486166007905138e-6,1.3438735177865612e-5,4.426877470355731e-5,1.3438735177865612e-5,0.0036,0.0076,0.0022,0.004,0.0062,0.0058,0.0082,0.005,0.0016,0.0024,0.0068,0.003
PL,30x,DNA5,1.7391276851736204e-5,6.561254448609568e-5,1.581025168339655e-5,2.3715377525094823e-5,5.059280538686895e-5,4.822126763435947e-5,6.086946898107671e-5,5.059280538686895e-5,8.695638425868102e-6,1.581025168339655e-5,4.3478192129340506e-5,1.4229226515056893e-5,0.0016,0.0096,0.0024,0.0026,0.0072,0.0048,0.0094,0.0086,0.001,0.003,0.0072,0.0026
PL,30x,DNA6,4.743083003952569e-5,8.300395256916996e-5,2.2134387351778655e-5,4.901185770750988e-5,8.774703557312253e-5,8.774703557312253e-5,7.193675889328064e-5,6.007905138339921e-5,2.766798418972332e-5,2.0553359683794465e-5,5.4545454545454546e-5,2.8458498023715415e-5,0.0042,0.0074,0.0038,0.0048,0.009,0.0086,0.008,0.007,0.0034,0.0026,0.0062,0.0034
PL,30x,DNA7,2.608695652173913e-5,6.877470355731225e-5,1.4229249011857707e-5,2.1343873517786562e-5,4.66403162055336e-5,4.980237154150197e-5,5.533596837944664e-5,4.505928853754941e-5,1.0276679841897233e-5,1.4229249011857707e-5,3.873517786561265e-5,1.1857707509881423e-5,0.0034,0.01,0.0028,0.0022,0.0046,0.0064,0.0086,0.0082,0.0012,0.0022,0.0062,0.0022
PL,30x,DNA8,2.9248988735977283e-5,9.249004546241465e-5,7.905132090804672e-6,3.4782581199540555e-5,5.0592845381149896e-5,6.403156993551783e-5,6.00790038901155e-5,6.877464919000064e-5,1.4229237763448409e-5,1.897231701793121e-5,3.794463403586242e-5,1.976283022701168e-5,0.0044,0.0148,0.0018,0.0034,0.0052,0.0086,0.0104,0.0122,0.0016,0.0038,0.0068,0.0028
PL,30x,DNA9,2.2924883063333546e-5,5.9288490681035034e-5,1.660077739068981e-5,2.687744910873588e-5,4.3478226499425694e-5,5.6916951053793636e-5,6.245054351735691e-5,4.426873970850616e-5,1.343872455436794e-5,2.1343856645172613e-5,4.2687713290345225e-5,1.1857698136207007e-5,0.0028,0.0096,0.0034,0.0042,0.0064,0.008,0.0104,0.0082,0.0016,0.0044,0.008,0.002
PL,35x,DNA1,3.715409145598189e-5,1.581025168339655e-4,2.8458453030113787e-5,5.533588089188792e-5,8.063228358532239e-5,1.1067176178377584e-4,1.2094842537798359e-4,8.300382133783187e-5,1.3438713930887066e-5,2.687742786177413e-5,8.221330875366205e-5,1.3438713930887066e-5,0.0048,0.0242,0.0068,0.009,0.0114,0.0182,0.0222,0.018,0.0012,0.0058,0.0156,0.0022
PL,35x,DNA2,4.110678435855235e-5,2.142295877147632e-4,4.4268844693825605e-5,4.8221420112917176e-5,1.2411086815947536e-4,1.1620571732129221e-4,1.7312280335621085e-4,1.0751005139929075e-4,1.7391331844002916e-5,4.031626927473403e-5,0.00013280653408147681,1.7391331844002916e-5,0.007,0.0318,0.0096,0.008,0.0208,0.0212,0.03,0.019,0.0026,0.0078,0.0226,0.0034
PL,35x,DNA3,4.426866971856984e-5,1.6126443968907583e-4,3.5573038166707906e-5,6.245044478155387e-5,1.0276655470382283e-4,1.075096264593839e-4,1.4466368854461215e-4,1.0909065037790424e-4,2.7667918574106147e-5,3.5573038166707906e-5,1.2727242544088827e-4,2.213433485928492e-5,0.005,0.0216,0.0084,0.0088,0.0154,0.0148,0.023,0.0184,0.0042,0.0078,0.0198,0.0032
PL,35x,DNA4,3.0039525691699605e-5,1.8893280632411067e-4,4.110671936758893e-5,3.715415019762846e-5,1.0039525691699605e-4,1.1620553359683794e-4,2.0553359683794467e-4,1.2569169960474307e-4,1.7391304347826085e-5,4.5849802371541504e-5,1.5968379446640316e-4,7.114624505928854e-6,0.0048,0.0298,0.009,0.0054,0.0188,0.0208,0.036,0.0246,0.0038,0.0098,0.0276,0.0014
PL,35x,NA,0.009461675038221404,0.014005555740009076,0.0037233260447842604,0.006041906785623377,0.009132820763352985,0.013172352841664571,0.0094917146114065,0.005405542143149634,0.007443490029233247,0.0037668043743942677,0.0028505973922488413,0.006084594600149565,0.5778,0.5814,0.5716,0.5808,0.581,0.5812,0.5812,0.5188,0.581,0.3216,0.326,0.5806
Q5,25x,DNA1,3.0039454451886677e-5,2.7667918574106147e-5,1.5810239185203513e-5,1.9762798981504392e-5,3.1620478370407026e-5,3.24109903296672e-5,2.92489424926265e-5,1.818177506298404e-5,1.4229215266683162e-5,1.4229215266683162e-5,2.4505870737065445e-5,1.0276655470382284e-5,0.0014,0.0016,0.0012,0.0014,0.002,0.0014,0.002,0.0014,0.0014,0.0014,0.0014,0.0016
Q5,25x,DNA2,1.8181832554808342e-5,2.2924919308236607e-5,1.5810289178094212e-6,1.8181832554808342e-5,1.264823134247537e-5,2.0553375931522475e-5,1.185771688357066e-5,1.185771688357066e-5,1.0276687965761237e-5,5.533601212332974e-6,1.185771688357066e-5,8.695659047951816e-6,0.0012,0.0012,2e-4,0.001,0.001,8e-4,0.0012,0.001,0.001,0.0012,0.001,6e-4
Q5,25x,DNA3,1.5019727225943338e-5,1.818177506298404e-5,7.905119592601757e-6,1.4229215266683162e-5,2.371535877780527e-5,1.264819134816281e-5,1.4229215266683162e-5,9.486143511122108e-6,7.905119592601757e-6,7.905119592601757e-6,1.3438703307422987e-5,6.324095674081405e-6,0.001,0.0012,8e-4,0.0014,0.0014,8e-4,0.0012,0.001,8e-4,8e-4,0.0014,8e-4
Q5,25x,DNA4,1.0276671718046072e-5,2.1343856645172613e-5,7.1146188817242045e-6,7.905132090804672e-6,1.976283022701168e-5,1.976283022701168e-5,1.4229237763448409e-5,7.1146188817242045e-6,5.53359246356327e-6,8.695645299885139e-6,1.343872455436794e-5,1.5810264181609342e-6,8e-4,0.0012,6e-4,6e-4,0.0012,8e-4,0.0014,6e-4,6e-4,6e-4,0.001,4e-4
Q5,30x,DNA1,4.980237154150197e-5,4.980237154150197e-5,1.8181818181818182e-5,4.189723320158103e-5,4.822134387351779e-5,5.375494071146245e-5,6.482213438735178e-5,4.426877470355731e-5,2.8458498023715415e-5,2.2924901185770752e-5,5.059288537549407e-5,2.8458498023715415e-5,0.0034,0.0044,0.0022,0.0032,0.005,0.0044,0.006,0.004,0.0026,0.0032,0.0044,0.0024
Q5,30x,DNA10,7.905119592601757e-5,1.0118553078530248e-4,2.371535877780527e-5,7.509863612971668e-5,8.616580355935915e-5,1.003950188260423e-4,1.30434473277929e-4,9.09088753149202e-5,6.561249261859458e-5,4.584969363709019e-5,9.723297098900161e-5,5.770737302599282e-5,0.0046,0.0058,0.0036,0.0048,0.0058,0.006,0.0066,0.0066,0.0052,0.0044,0.006,0.0046
Q5,30x,DNA2,4.980233217206943e-5,6.086951709919597e-5,1.7391290599770278e-05,5.1383358590230364e-5,4.189720008126476e-5,4.031617366310383e-5,6.956516239908111e-5,5.217387179931083e-5,3.083001515413822e-5,1.897231701793121e-5,6.71936227718397e-5,2.6086935899655416e-5,0.0032,0.007,0.0028,0.0038,0.004,0.004,0.0046,0.006,0.0028,0.0024,0.0046,0.0024
Q5,30x,DNA3,1.0750979643494353e-4,1.2094852098931147e-4,3.873514724494289e-5,9.6442611507817e-5,1.1699595494390913e-4,1.1620544173482866e-4,1.0039517755321932e-4,7.114618881724205e-5,5.8497977471954566e-5,3.241104157229915e-5,9.249004546241465e-5,4.3478226499425694e-5,0.0062,0.008,0.0046,0.0062,0.0074,0.0062,0.0064,0.0054,0.0062,0.0046,0.0062,0.0054
Q5,30x,DNA4,5.691699604743083e-5,6.956521739130434e-5,2.0553359683794465e-5,5.296442687747035e-5,5.1383399209486166e-5,6.245059288537549e-5,8.142292490118577e-5,5.217391304347826e-5,3.241106719367589e-5,2.2924901185770752e-5,7.66798418972332e-5,3.08300395256917e-5,0.0038,0.0052,0.0034,0.0036,0.0048,0.0042,0.0058,0.0052,0.0032,0.0026,0.0058,0.0036
Q5,30x,DNA5,6.482223687310178e-5,8.379459888474132e-5,2.4505967598367745e-5,7.509893296273986e-5,8.22135687171047e-5,7.905150838183144e-5,8.379459888474132e-5,6.6403267040738407e-05,4.031626927473403e-5,2.4505967598367745e-5,6.007914637019189e-5,3.636369385564246e-5,0.0044,0.007,0.0032,0.0054,0.0066,0.0056,0.006,0.007,0.0044,0.004,0.0048,0.0038
Q5,30x,DNA6,5.849806995894858e-5,6.877475792470983e-5,1.422926026028479e-5,6.64032145479957e-5,6.877475792470983e-5,7.114630130142395e-5,8.379453264389933e-5,5.691704104113916e-5,3.873520848633082e-5,2.450594822604603e-5,6.64032145479957e-5,3.478263619180726e-5,0.0038,0.0052,0.0024,0.0038,0.005,0.0044,0.006,0.0052,0.0036,0.0042,0.005,0.0034
Q5,30x,DNA7,1.3122571138564866e-4,1.2964467871835167e-4,5.2174078020800065e-5,1.3122571138564866e-4,1.1778693371362439e-4,1.3596880938753956e-4,1.501981033932123e-4,1.0276712337430317e-4,7.747060069755161e-5,4.6640463685260666e-5,1.3754984205483652e-4,6.166027402458189e-5,0.0074,0.008,0.0062,0.0078,0.0074,0.008,0.0088,0.0082,0.0074,0.0068,0.008,0.0058
Q5,30x,DNA8,1.0592893749323122e-4,1.0197636519870766e-4,3.0039549438379e-5,1.0039533628089825e-4,9.802379290418412e-5,1.2173922667132543e-4,7.747041697266164e-5,7.114630130142395e-5,4.9802410910996766e-5,2.924903497947429e-5,7.984196034937577e-5,2.924903497947429e-5,0.005,0.0056,0.0038,0.0054,0.005,0.0056,0.0058,0.0054,0.005,0.004,0.0054,0.0036
Q5,30x,DNA9,6.640316205533597e-5,6.877470355731225e-5,2.3715415019762845e-5,6.007905138339921e-5,6.324110671936758e-5,6.16600790513834e-5,6.877470355731225e-5,4.743083003952569e-5,3.873517786561265e-5,1.9762845849802372e-5,5.612648221343873e-5,3.241106719367589e-5,0.004,0.0056,0.0032,0.0036,0.0048,0.0048,0.0044,0.0046,0.0036,0.0034,0.0038,0.0032
Q5,35x,DNA1,3.557312252964427e-5,5.217391304347826e-5,1.8972332015810275e-5,3.715415019762846e-5,4.980237154150197e-5,4.822134387351779e-5,5.928853754940711e-5,4.189723320158103e-5,1.8181818181818182e-5,9.486166007905138e-6,4.5849802371541504e-5,1.5019762845849802e-5,0.0034,0.0068,0.003,0.003,0.0058,0.0058,0.009,0.0046,0.002,0.0018,0.0056,0.0018
Q5,35x,DNA2,3.636357887181206e-5,5.6126393476057744e-5,1.9762814604245686e-5,3.794460404015171e-5,4.980229280269913e-5,4.0316141792661195e-5,6.561254448609568e-5,5.8497931228567225e-5,2.766794044594396e-5,1.3438713930887066e-5,6.0078956396906884e-5,2.9248965614283613e-5,0.0036,0.0074,0.0034,0.0038,0.0066,0.0046,0.0072,0.0078,0.0026,0.0018,0.0054,0.0028
Q5,35x,DNA3,4.8221229514870716e-5,7.905119592601757e-5,1.3438703307422987e-5,4.980225343339107e-5,7.509863612971668e-5,7.747017200749721e-5,1.0276655470382283e-4,6.245044478155387e-5,3.5573038166707906e-5,1.660075114446369e-5,7.272710025193616e-5,3.082996641114685e-5,0.0036,0.0074,0.0024,0.0038,0.0074,0.0064,0.01,0.0058,0.0028,0.0032,0.0062,0.003
Q5,35x,DNA4,8.300369010690876e-5,1.1383363214661772e-4,3.241096470841199e-5,8.063215610385422e-5,9.96044281282905e-5,9.644238279088446e-5,1.3675846084281156e-4,6.719346341987851e-5,3.715403271452106e-5,2.9248919371005942e-5,1.0434749613439958e-4,2.6877385367951407e-5,0.0056,0.0126,0.0048,0.0072,0.0096,0.0086,0.0156,0.0082,0.0044,0.0042,0.0104,0.0032
